"S1.bam" "S10.bam" "S11.bam" "S12.bam" "S2.bam" "S3.bam" "S4.bam" "S5.bam" "S6.bam" "S7.bam" "S8.bam" "S9.bam"
"OL67_001321" 3870 221 162 332 4368 6894 4068 4101 5456 1408 2778 2845
"OL67_001322" 133 339 177 409 103 154 116 102 146 174 205 256
"OL67_001323" 120 79 69 173 82 136 137 91 110 104 154 179
"OL67_001324" 122 53 40 80 75 151 95 59 94 54 84 46
"OL67_001325" 227 169 105 162 219 330 313 223 387 129 166 226
"OL67_001326" 659 745 535 900 512 705 913 737 1009 335 389 638
"OL67_001327" 560 551 401 571 613 897 692 569 895 352 470 742
"OL67_001328" 57 60 62 118 68 80 71 52 87 57 84 82
"OL67_001329" 34 19 9 30 21 22 32 15 28 8 25 34
"OL67_001330" 216 428 325 672 196 323 263 221 335 372 505 512
"OL67_001331" 134 279 143 202 134 131 163 133 178 340 642 612
"OL67_001332" 243 169 77 58 173 268 152 152 238 134 181 311
"OL67_001333" 548 463 311 199 527 805 556 570 795 549 601 968
"OL67_001334" 68 96 55 27 62 103 109 83 101 59 106 128
"OL67_001335" 136 559 444 959 142 204 125 92 158 405 708 834
"OL67_001336" 259 824 838 1943 194 372 203 140 231 853 1206 1536
"OL67_001337" 181 518 298 499 186 275 210 194 311 178 250 387
"OL67_001338" 398 2031 1421 1986 352 558 408 301 410 798 1165 1460
"OL67_001339" 206 360 292 631 145 288 226 135 201 348 557 653
"OL67_001340" 94 109 111 215 63 157 93 57 76 118 213 228
"OL67_001342" 1 0 0 2 1 0 2 1 2 1 0 2
"OL67_001343" 23 34 33 94 25 36 31 21 43 35 61 77
"OL67_001344" 1983 1533 1205 1943 1365 1986 1561 1442 1814 1361 1808 2490
"OL67_001345" 67 200 118 82 74 137 192 162 218 55 80 97
"OL67_001346" 269 4664 3469 7333 183 376 788 503 763 580 683 950
"OL67_001347" 388 1016 719 677 437 640 577 459 629 402 553 803
"OL67_001348" 28 4 8 16 27 44 15 24 49 18 20 30
"OL67_001349" 2384 644 452 782 2274 3278 2312 2209 3085 1502 2272 2966
"OL67_001350" 6236 1240 1049 2108 5179 7737 5066 5443 7246 3476 5760 5803
"OL67_001351" 3337 1460 1054 1473 3126 4021 3183 3310 4060 1801 2718 3507
"OL67_001352" 434 116 59 110 247 372 352 264 414 117 217 253
"OL67_001353" 815 313 201 331 570 902 677 595 828 385 589 686
"OL67_001354" 28 36 15 24 30 58 20 41 50 10 19 22
"OL67_001355" 13 13 3 6 10 14 21 31 28 2 9 16
"OL67_001356" 228 332 249 406 183 252 232 188 262 190 261 367
"OL67_001357" 172 262 181 244 157 247 260 216 256 159 248 283
"OL67_001358" 1179 1845 1267 1496 1020 1465 1084 1089 1751 838 1127 1789
"OL67_001360" 224 512 327 372 304 410 314 318 481 252 344 527
"OL67_001361" 157 189 111 155 186 275 217 181 290 147 162 257
"OL67_001362" 242 598 444 812 230 321 297 242 291 312 525 641
"OL67_001363" 62 209 161 227 72 113 89 83 124 133 219 259
"OL67_001364" 85 260 160 278 81 154 137 97 160 225 360 363
"OL67_001365" 332 672 465 932 282 345 351 248 384 478 745 781
"OL67_001366" 81 162 102 151 62 92 75 64 98 100 174 208
"OL67_001367" 34 53 24 59 26 34 32 29 29 33 101 92
"OL67_001368" 132 216 173 238 116 146 127 111 156 177 287 342
"OL67_001369" 402 403 312 413 472 557 547 406 682 490 707 854
"OL67_001370" 205 312 174 218 164 242 245 211 269 146 231 356
"OL67_001371" 71 79 49 61 61 90 59 68 79 56 87 103
"OL67_001372" 57 63 57 71 65 76 70 63 80 47 91 79
"OL67_001373" 22 30 33 46 15 39 21 38 31 18 34 22
"OL67_001374" 68 68 76 120 52 82 74 58 49 49 51 81
"OL67_001375" 32 90 63 96 38 49 53 60 80 62 83 102
"OL67_001376" 38 106 106 115 45 47 72 56 69 58 68 89
"OL67_001377" 100 142 94 148 94 155 188 129 188 145 286 196
"OL67_001378" 181 239 159 164 163 274 198 169 310 143 235 283
"OL67_001380" 345 542 398 449 288 471 334 255 352 373 553 708
"OL67_001381" 380 515 326 507 423 533 341 333 419 531 779 1211
"OL67_001382" 596 395 331 587 359 613 409 398 464 341 451 601
"OL67_001383" 468 2785 2071 1587 392 767 554 422 605 381 425 689
"OL67_001384" 95 851 765 863 96 123 131 130 131 83 105 168
"OL67_001385" 1751 1439 1144 1897 1417 2388 1872 1740 2247 1036 1273 1902
"OL67_001386" 753 711 449 604 589 904 758 642 901 475 672 1097
"OL67_001387" 1101 1370 895 1915 649 986 1205 641 1056 1083 1542 1729
"OL67_001388" 245 400 272 342 251 351 262 197 331 242 330 408
"OL67_001389" 19 33 33 16 26 29 23 28 34 23 25 32
"OL67_001390" 153 272 201 361 103 172 117 126 146 215 307 341
"OL67_001391" 968 3407 2253 2525 1118 1522 1212 1005 1462 2637 3359 5060
"OL67_001392" 163 335 263 248 182 284 222 207 343 192 254 387
"OL67_001393" 1876 7008 4887 6280 1853 2776 2327 2059 3208 3267 4292 6118
"OL67_001394" 502 1226 1077 1681 538 744 907 849 1084 702 1083 1257
"OL67_001395" 230 1875 845 649 317 330 375 372 399 871 1879 2161
"OL67_001396" 5308 3580 2371 3421 3357 5381 4514 4166 6184 2467 3118 5273
"OL67_001397" 1509 529 225 342 472 667 491 459 905 379 657 656
"OL67_001398" 1769 1657 1327 2090 1591 3175 2213 1693 2969 1641 2054 2404
"OL67_001399" 1676 1059 748 1090 1848 2607 2104 2306 2743 623 872 1189
"OL67_001400" 5339 1300 898 1094 4834 6453 4880 5437 7193 1102 1614 2103
"OL67_001401" 13444 8157 6345 9524 10417 15657 13459 12033 16916 5989 7969 12101
"OL67_001402" 143 204 141 127 239 289 257 277 345 92 129 243
"OL67_001403" 42 137 83 55 110 186 134 144 204 68 99 161
"OL67_001404" 837 755 462 561 582 770 606 511 795 591 930 1268
"OL67_001405" 488 398 297 277 428 578 520 458 580 238 334 501
"OL67_001406" 326 288 218 208 403 554 496 394 600 139 218 357
"OL67_001407" 51 66 79 92 64 114 76 57 97 52 80 95
"OL67_001408" 428 305 267 663 200 384 268 268 297 275 308 350
"OL67_001409" 2922 3870 3178 5763 3239 5291 3799 3238 4816 3684 5001 6020
"OL67_001410" 899 2438 1656 2022 1091 1511 1196 1206 1613 1174 1450 2009
"OL67_001411" 177 312 184 258 141 210 132 121 200 156 186 239
"OL67_001412" 130 116 95 97 116 178 118 91 147 95 164 184
"OL67_001413" 392 559 398 346 417 560 560 507 673 286 384 653
"OL67_001414" 3559 3797 2277 2357 3607 3990 9577 7332 5467 223 301 479
"OL67_001415" 6425 6683 4325 4307 5976 7402 16761 13188 9406 438 538 832
"OL67_001416" 3804 4016 2429 2166 4545 5475 13145 9439 6946 330 425 648
"OL67_001417" 3362 1687 1156 1459 2319 3044 6354 4546 3568 183 218 321
"OL67_001418" 2213 1218 920 999 1932 2802 3469 2984 3992 158 154 313
"OL67_001419" 394 432 197 144 612 781 799 927 1268 75 87 98
"OL67_001420" 1284 514 567 953 858 1651 1510 1322 1814 104 113 151
"OL67_001421" 332 213 226 286 496 745 709 709 830 34 48 70
"OL67_001422" 967 596 520 563 1047 1802 2324 1489 2134 125 137 225
"OL67_001423" 1170 505 336 439 898 1322 1744 1125 1754 64 88 153
"OL67_001424" 1792 776 546 592 1658 2222 2257 2113 3390 118 170 244
"OL67_001425" 1375 461 364 297 1222 1610 1568 1411 2320 106 104 187
"OL67_001426" 6661 2743 1827 2057 5953 8283 8947 8104 11330 491 565 890
"OL67_001427" 1848 616 427 500 1522 2162 2107 1954 2680 112 143 274
"OL67_001428" 1710 660 385 271 1581 2340 2538 2213 3281 88 123 231
"OL67_001429" 4271 1118 848 810 3415 5079 4200 4191 6066 251 279 446
"OL67_001430" 529 195 104 74 656 791 853 831 1083 51 41 64
"OL67_001431" 3483 1074 683 563 3635 5438 6021 4754 6914 262 290 497
"OL67_001432" 2775 886 687 470 3719 5232 4984 4529 6363 261 354 494
"OL67_001433" 3270 927 665 594 3503 4912 4376 4318 5753 251 298 420
"OL67_001434" 2804 521 397 460 2207 3180 2937 2757 3719 156 170 293
"OL67_001435" 1767 627 455 480 2201 3045 3173 3055 4010 237 230 343
"OL67_001436" 875 220 196 111 1085 1353 1269 1291 1751 88 113 117
"OL67_001437" 478 120 77 56 612 861 831 737 993 47 44 77
"OL67_001438" 4029 5196 2766 2864 5029 5554 17103 12053 7080 218 275 456
"OL67_001439" 2154 1681 1019 1017 2384 3076 4812 4173 4453 777 1113 1711
"OL67_001441" 87 259 212 292 89 156 131 111 151 232 365 380
"OL67_001442" 738 703 571 1210 503 695 455 528 675 1049 1752 2005
"OL67_001443" 2954 1002 726 800 2727 3656 3305 2689 3996 657 1199 1712
"OL67_001444" 44 45 25 37 26 38 26 29 29 3 8 12
"OL67_001445" 909 1707 1423 1596 1329 1772 1703 1407 1706 1006 1374 1906
"OL67_001446" 1525 2193 1593 2311 1426 1978 1557 1374 1776 1008 1268 2223
"OL67_001447" 259 438 285 421 377 576 447 384 508 275 382 477
"OL67_001448" 144 112 98 118 139 171 190 148 204 69 90 150
"OL67_001449" 722 705 551 633 678 966 774 654 887 426 658 879
"OL67_001450" 6277 6618 5171 7349 5557 7955 6316 5966 8045 4895 5904 9702
"OL67_001451" 3950 2480 1768 2584 3031 4347 3617 3271 4648 1694 2376 3398
"OL67_001452" 813 469 328 421 579 838 690 630 898 347 486 738
"OL67_001454" 166 143 112 122 176 205 169 169 184 77 118 172
"OL67_001455" 291 315 204 312 293 432 355 305 477 262 303 400
"OL67_001456" 261 169 125 162 222 354 231 229 309 125 184 273
"OL67_001457" 538 373 233 333 425 591 430 444 610 172 304 341
"OL67_001458" 109 315 181 290 146 202 186 156 195 123 185 230
"OL67_001459" 66 89 63 98 67 84 67 84 106 44 85 87
"OL67_001460" 1404 3731 2934 4718 1470 2152 1746 1434 2047 2674 3835 5237
"OL67_001461" 566 253 200 309 458 617 568 472 676 189 251 372
"OL67_001462" 1259 1115 855 1691 1387 1889 1429 1419 1855 722 1098 1466
"OL67_001463" 23 54 9 20 48 55 58 43 57 26 47 61
"OL67_001464" 211 214 173 237 123 229 194 120 199 116 156 206
"OL67_001465" 157 172 133 258 123 185 142 106 170 140 165 186
"OL67_001466" 584 1231 1027 1219 808 1105 1018 828 1075 701 909 1356
"OL67_001467" 653 1250 1087 1927 743 1509 929 934 1383 934 1061 1520
"OL67_001468" 248 464 444 646 253 394 235 219 391 382 437 594
"OL67_001469" 460 430 291 317 541 896 584 539 736 227 327 502
"OL67_001470" 705 317 232 472 596 1120 589 559 1020 481 651 834
"OL67_001471" 451 385 327 506 439 686 638 557 796 312 515 649
"OL67_001472" 348 435 355 498 456 738 695 573 806 307 529 593
"OL67_001473" 3589 5048 4157 5504 4524 6317 6976 6892 8334 3531 5042 6684
"OL67_001474" 946 5719 4029 4520 950 1344 1192 1092 1542 1182 1478 2755
"OL67_001475" 413 287 296 374 339 519 348 312 507 241 285 442
"OL67_001476" 1514 1828 1208 1653 1363 2240 1779 1521 2294 1247 1665 2227
"OL67_001477" 2131 3258 2286 2378 2269 3460 2787 2543 3283 2954 3622 5363
"OL67_001478" 1063 947 714 1155 903 1499 971 980 1399 817 1142 1525
"OL67_001479" 873 381 260 449 383 619 533 381 555 336 458 603
"OL67_001480" 791 440 270 378 645 839 719 585 803 313 456 613
"OL67_001481" 2553 2606 1932 2730 1582 2379 1811 1658 2339 1659 2545 3254
"OL67_001482" 127 191 173 213 81 137 117 81 118 91 145 158
"OL67_001483" 5542 5971 4298 6022 5762 9012 6716 6204 8936 5066 6511 8893
"OL67_001484" 557 235 151 250 353 511 402 363 481 180 257 368
"OL67_001485" 1503 1280 848 1100 1447 2029 1708 1452 2207 914 1212 1776
"OL67_001486" 2914 1202 706 1024 1356 2009 1615 1468 2123 816 1124 1627
"OL67_001487" 725 368 238 415 486 706 571 529 692 247 353 549
"OL67_001488" 781 382 274 315 537 831 611 531 769 281 370 524
"OL67_001489" 1097 3333 2430 3457 1318 1786 1253 1209 1588 2394 3141 4529
"OL67_001490" 903 845 798 1442 653 910 1147 1175 1252 416 445 852
"OL67_001491" 1035 2808 3106 7579 1078 2031 2276 1623 2285 1226 1383 1879
"OL67_001492" 1021 983 664 1029 899 1246 982 845 1136 810 984 1478
"OL67_001493" 784 413 251 336 509 787 569 452 784 359 549 696
"OL67_001494" 38 290 216 133 87 134 50 61 106 289 620 793
"OL67_001495" 647 2204 1444 2146 810 1067 689 728 1099 1153 1669 2220
"OL67_001496" 609 455 172 289 319 508 357 335 534 261 332 520
"OL67_001497" 196 211 186 135 307 389 345 419 500 112 150 245
"OL67_001498" 819 1059 967 1142 915 1327 986 1084 1369 653 839 1318
"OL67_001499" 1942 2550 1926 2795 1819 2930 1965 1935 2903 1945 2626 3841
"OL67_001500" 287 267 241 286 250 371 281 259 307 373 491 604
"OL67_001501" 167 100 61 65 151 188 144 138 167 81 125 162
"OL67_001502" 670 755 504 594 494 830 733 768 1019 419 507 781
"OL67_001503" 217 563 271 205 344 461 346 489 595 306 396 637
"OL67_001504" 3956 4065 3253 4783 3070 4680 3354 2658 4464 2923 3451 5866
"OL67_001505" 4472 4924 3340 3604 3355 5365 3602 3173 5409 3437 4061 6382
"OL67_001506" 194 332 217 313 377 516 308 277 314 229 381 595
"OL67_001507" 475 4118 3377 5889 555 715 509 414 637 2893 6606 5215
"OL67_001508" 612 976 535 337 565 844 673 810 1214 300 379 713
"OL67_001509" 12318 12762 7664 6133 21306 31300 21307 22763 34557 12638 14818 29748
"OL67_001510" 23653 9978 6761 6649 16266 25148 16952 16891 26331 10525 11797 22754
"OL67_001511" 274 609 470 472 380 494 449 349 571 325 534 753
"OL67_001512" 512 1095 1104 1899 459 806 567 475 766 940 1263 1465
"OL67_001513" 333 313 236 363 368 511 383 373 504 212 331 480
"OL67_001514" 1232 1992 1460 1740 1248 1863 1572 1390 1888 1346 1931 2819
"OL67_001515" 148 325 205 229 256 465 328 335 437 201 237 480
"OL67_001516" 808 852 608 897 1107 1539 1510 1409 1815 1423 2229 2483
"OL67_001517" 506 509 356 472 375 485 530 374 501 272 296 448
"OL67_001518" 636 1270 990 856 1166 1452 2207 1997 2662 549 630 1221
"OL67_001519" 3951 4558 3080 3686 4414 7122 4978 4876 7248 3426 4314 7114
"OL67_001520" 228 1325 1102 1078 217 295 158 169 187 150 163 272
"OL67_001521" 7 3127 2298 2568 17 23 46 33 38 108 104 275
"OL67_001522" 28 660 644 1148 42 71 104 49 90 67 90 103
"OL67_001523" 1412 1196 839 1617 1117 2017 2990 2784 4284 1303 1737 2173
"OL67_001524" 1787 6019 4100 6005 1727 2319 2091 1766 2439 2102 2683 3906
"OL67_001525" 666 774 522 685 633 852 649 617 846 270 493 645
"OL67_001526" 93 52 40 33 148 169 179 171 208 25 35 60
"OL67_001527" 563 403 240 455 271 467 352 278 535 294 383 480
"OL67_001528" 1000 1710 978 887 611 911 805 587 883 1184 1716 2153
"OL67_001529" 158 120 104 212 76 160 151 119 176 164 206 272
"OL67_001530" 175 242 176 162 227 333 216 220 338 141 188 306
"OL67_001531" 454 312 233 352 322 424 358 318 455 238 267 424
"OL67_001532" 556 644 523 762 589 916 842 670 899 423 543 893
"OL67_001533" 111 224 151 244 123 202 162 170 213 115 160 230
"OL67_001534" 177 184 136 236 126 160 152 110 190 120 140 227
"OL67_001535" 474 534 404 622 322 466 479 396 448 336 484 683
"OL67_001536" 1133 1347 859 942 1026 1454 1171 974 1429 802 1278 1366
"OL67_001537" 2550 3309 2213 3010 2286 3184 2858 2519 3118 2334 3466 4193
"OL67_001538" 506 1202 943 972 626 939 806 731 871 630 934 1013
"OL67_001539" 1808 1598 1166 1412 1457 1977 1674 1535 1996 870 1072 1684
"OL67_001540" 798 589 452 478 628 897 758 584 925 301 472 549
"OL67_001541" 841 2177 1051 326 1190 1585 1350 1386 1853 948 1370 1963
"OL67_001542" 3053 1557 1080 1683 1766 2717 2273 1953 2723 973 1427 1618
"OL67_001543" 991 975 702 794 1132 1775 1298 1266 1774 725 1020 1450
"OL67_001544" 274 262 189 447 195 363 293 248 283 248 250 314
"OL67_001545" 1808 1500 954 1034 2769 3650 2849 2870 3934 926 1540 2520
"OL67_001546" 878 1060 803 909 896 1226 1013 994 1306 931 1130 1621
"OL67_001547" 392 396 190 330 314 462 348 312 524 238 440 532
"OL67_001548" 1798 1556 1007 1321 1515 2105 1681 1495 2228 1203 1490 2161
"OL67_001549" 864 1296 961 923 1097 1520 1395 1331 2013 645 949 1548
"OL67_001550" 641 807 556 545 761 1003 678 717 1071 523 699 1152
"OL67_001551" 338 397 294 332 515 831 649 548 723 234 357 586
"OL67_001552" 1274 1961 1361 1235 1529 2374 1862 1767 2621 1002 1226 2202
"OL67_001553" 68 340 184 114 58 92 68 84 91 141 217 250
"OL67_001554" 96 266 190 198 150 239 161 152 207 302 496 626
"OL67_001555" 178 163 134 209 144 206 137 113 170 191 274 412
"OL67_001556" 54 150 125 118 81 140 110 84 113 112 181 174
"OL67_001557" 876 1050 763 1034 1140 1661 1205 1245 1575 716 961 1270
"OL67_001558" 677 941 731 1032 630 931 920 765 1005 681 955 1222
"OL67_001559" 310 377 237 426 232 290 292 268 285 205 353 439
"OL67_001560" 1246 2302 1769 1935 1330 1854 1615 1475 2025 1938 2767 3384
"OL67_001561" 2268 1647 1279 2048 2003 3343 2323 2259 3319 1415 1627 2754
"OL67_001562" 1060 865 686 981 863 1409 940 939 1278 573 683 1186
"OL67_001563" 144 263 192 191 171 275 216 213 231 150 217 367
"OL67_001564" 342 599 461 691 319 547 538 411 486 296 444 547
"OL67_001565" 1966 1167 878 1325 1026 1798 1160 1053 1566 781 1081 1768
"OL67_001566" 365 373 234 413 336 499 348 309 429 266 383 515
"OL67_001567" 384 304 276 404 253 488 308 240 373 349 473 556
"OL67_001568" 1948 1740 1169 1789 1518 2152 1953 1747 2006 1282 1823 2561
"OL67_001569" 229 544 577 739 319 387 649 457 565 241 287 572
"OL67_001570" 12273 7887 5818 7557 10310 15149 11388 11827 15545 6570 8396 12867
"OL67_001571" 21 196 97 109 33 19 47 51 70 74 86 72
"OL67_001572" 173 366 199 335 211 270 267 222 316 195 303 345
"OL67_001573" 871 1026 678 1223 683 1013 824 615 937 572 829 1137
"OL67_001574" 246 272 220 141 337 521 458 346 555 224 315 515
"OL67_001576" 1618 2103 1511 2037 1574 2281 1821 1514 2209 1409 1606 2626
"OL67_001577" 36 35 30 40 31 42 98 32 82 476 594 636
"OL67_001578" 4233 3130 2391 3905 2970 4551 3827 3019 4553 2775 3512 5104
"OL67_001579" 1414 1032 666 1175 1057 1501 1307 1055 1581 794 1029 1437
"OL67_001580" 2422 2627 2019 3159 1942 2460 2599 2240 3045 1247 1765 2651
"OL67_001581" 374 719 596 685 450 585 497 404 525 398 514 765
"OL67_001582" 5465 7703 5445 6873 4016 5788 4798 4816 6743 5750 8786 11036
"OL67_001583" 4340 4079 2800 4515 3180 4943 4303 3407 4791 3290 4113 5894
"OL67_001584" 649 2622 1816 1897 1170 1635 1312 1165 1517 1293 1580 2735
"OL67_001585" 83 293 207 169 170 227 170 157 205 157 203 306
"OL67_001586" 5263 7165 5297 10426 4028 6208 4673 4841 7423 5809 6462 11057
"OL67_001587" 96 175 130 162 250 341 271 221 279 124 187 329
"OL67_001588" 2790 1691 1258 1769 2037 3121 2268 1925 2632 1198 1662 2379
"OL67_001589" 934 728 594 1315 795 1286 756 796 1104 556 623 1091
"OL67_001590" 3081 5932 4196 3201 5784 8258 6125 5450 7610 4229 5376 8826
"OL67_001591" 632 1868 949 764 494 731 1846 1622 2617 606 813 979
"OL67_001592" 490 1134 770 978 366 536 1221 1206 1593 517 857 992
"OL67_001593" 3971 7953 6297 11999 2601 4282 8252 8120 11370 6358 8985 9329
"OL67_001594" 516 1627 1388 2488 531 946 1809 1483 2094 1261 1572 1843
"OL67_001595" 4851 7137 5912 11190 2948 4611 11202 8357 11913 6285 8054 9814
"OL67_001596" 7161 8448 6657 12232 4071 6333 13404 10849 15966 7603 10320 12399
"OL67_001597" 517 653 394 522 431 510 1089 890 1314 389 740 984
"OL67_001598" 378 710 620 683 368 663 1313 834 1316 406 734 885
"OL67_001599" 785 1561 1285 1191 869 1486 1924 1869 2944 1212 1588 2138
"OL67_001600" 561 1320 917 753 1021 1148 1591 1516 2089 536 710 1112
"OL67_001602" 375 512 365 465 314 477 372 352 378 303 468 619
"OL67_001603" 36863 13198 8213 13731 17402 27786 19778 17871 30820 12773 16115 26066
"OL67_001604" 4831 7999 4364 3944 9217 14052 9975 8759 16259 6957 9596 16488
"OL67_001605" 596 680 556 709 393 667 574 500 710 547 604 991
"OL67_001606" 357 392 188 363 284 411 311 235 384 203 299 471
"OL67_001607" 1085 954 660 927 780 1218 875 762 1225 631 704 1085
"OL67_001608" 1319 938 599 925 895 1383 1003 927 1401 654 824 1220
"OL67_001609" 2207 1343 1017 1218 1387 2054 1951 1799 2625 857 1077 1944
"OL67_001610" 287 559 391 284 548 873 658 582 978 363 432 765
"OL67_001611" 582 464 253 324 418 571 618 432 673 261 330 457
"OL67_001612" 551 402 244 252 432 589 488 350 646 213 306 453
"OL67_001613" 25443 11697 8866 12048 19055 30411 22334 21078 31761 13346 15770 26789
"OL67_001614" 36692 8674 6539 14117 14382 24021 17456 16850 25402 11025 12849 21100
"OL67_001615" 200 395 282 161 387 457 402 391 504 176 305 329
"OL67_001616" 251 590 340 260 443 515 500 435 638 394 520 692
"OL67_001617" 622 542 414 534 688 887 878 736 834 405 516 674
"OL67_001618" 555 435 296 395 534 778 719 587 674 373 586 608
"OL67_001619" 319 194 151 248 282 407 376 254 310 174 256 349
"OL67_001620" 61 45 52 63 69 104 81 55 70 61 79 84
"OL67_001621" 583 1166 1122 1183 503 680 782 667 762 394 473 706
"OL67_001622" 123 332 322 386 192 245 231 226 327 126 161 248
"OL67_001623" 363 375 296 312 379 538 484 381 609 197 316 451
"OL67_001624" 184 287 203 209 158 228 235 206 300 196 354 352
"OL67_001625" 7590 2152 1608 2408 7248 11187 10298 8982 10904 8153 10466 16358
"OL67_001626" 370 470 336 251 431 678 566 425 690 279 441 513
"OL67_001627" 814 977 727 959 566 776 535 565 728 537 654 953
"OL67_001628" 480 945 677 1470 484 700 524 526 670 569 633 1049
"OL67_001629" 811 1720 1213 1601 766 1072 820 832 1100 943 1028 1560
"OL67_001630" 739 1477 997 1815 574 691 659 509 675 743 866 1359
"OL67_001631" 1006 2188 1836 3388 714 1063 970 751 1038 1155 1332 2212
"OL67_001632" 1200 4071 3527 8940 1145 1691 1271 1270 1468 2133 2350 3716
"OL67_001633" 291 538 459 369 375 548 445 458 574 277 366 556
"OL67_001634" 1639 1623 1329 2433 1523 2403 1906 1821 2393 1177 1393 1913
"OL67_001635" 587 610 506 772 643 994 706 666 882 592 667 881
"OL67_001636" 641 556 440 752 533 914 742 676 916 525 625 918
"OL67_001637" 128 153 142 281 126 170 165 118 151 109 192 240
"OL67_001638" 2589 17440 13509 16797 3037 4726 4372 5013 6156 4288 5575 8545
"OL67_001639" 7370 6624 5318 7665 6249 9239 7039 6815 9391 5112 6428 9923
"OL67_001640" 1035 808 516 689 781 1058 914 768 1065 578 789 1128
"OL67_001641" 104 552 422 507 120 183 138 113 169 246 304 399
"OL67_001642" 4405 2853 2980 6667 2599 4383 3534 3229 3769 2856 3595 4726
"OL67_001643" 488 361 305 567 437 763 548 448 663 415 473 718
"OL67_001644" 217 175 131 250 239 411 233 249 312 244 272 396
"OL67_001645" 232 163 146 216 177 366 253 177 300 204 267 308
"OL67_001646" 785 379 255 446 389 729 523 429 643 384 560 713
"OL67_001647" 321 543 554 1101 322 537 421 398 505 448 551 701
